feature,importance
V1,0.023166414607864325
V5,0.05610209328277786
V6,0.07126978669461702
V8,0.010626537504269016
V14,0.033952630401735316
V15,0.0
V17,0.08006945689804824
V18,0.05451877340026041
V19,0.04572950717120158
V20,0.06024610102318287
V21,0.14965431375098276
V22,0.018046313384470984
