feature,importance
"Name_Mack, Mrs. (Mary)",0.0008081956823413384
"Name_Madill, Miss. Georgette Alexandra",0.0
"Name_Marvin, Mr. Daniel Warner",0.0004859503117144281
"Name_Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",0.0
"Name_McCarthy, Mr. Timothy J",0.0
"Name_McGough, Mr. James Robert",0.0
"Name_Millet, Mr. Francis Davis",0.0006156836364394566
"Name_Minahan, Miss. Daisy E",0.0
"Name_Moen, Mr. Sigurd Hansen",0.0
"Name_Molson, Mr. Harry Markland",0.0
"Name_Moor, Master. Meier",0.0
"Name_Moor, Mrs. (Beila)",0.0
"Name_Natsch, Mr. Charles H",0.0020793915874275626
"Name_Navratil, Master. Edmond Roger",0.00048173752846442005
"Name_Navratil, Master. Michel M",0.0006767571739288
"Name_Navratil, Mr. Michel (""Louis M Hoffman"")",0.0057112980792703855
"Name_Newell, Miss. Madeleine",0.0
"Name_Newell, Miss. Marjorie",0.0
"Name_Newell, Mr. Arthur Webster",0.0
"Name_Newsom, Miss. Helen Monypeny",0.0
"Name_Ostby, Mr. Engelhart Cornelius",0.00043795029938469655
"Name_Partner, Mr. Austen",0.0
"Name_Pears, Mrs. Thomas (Edith Wearne)",0.0
"Name_Penasco y Castellana, Mr. Victor de Satode",0.006112610467897087
"Name_Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0.0
"Name_Perreault, Miss. Anne",0.0
"Name_Peuchen, Major. Arthur Godfrey",0.004404948348168094
"Name_Pickard, Mr. Berk (Berk Trembisky)",0.0021002818752673628
"Name_Porter, Mr. Walter Chamberlain",0.0
"Name_Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",0.0
"Name_Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",0.0
"Name_Roebling, Mr. Washington Augustus II",0.0032188873927325766
"Name_Ross, Mr. John Hugo",0.007251266451303646
"Name_Sagesser, Mlle. Emma",0.0
"Name_Sandstrom, Miss. Marguerite Rut",0.0
"Name_Silverthorne, Mr. Spencer Victor",0.0
"Name_Silvey, Mr. William Baird",0.0022836726885413607
"Name_Silvey, Mrs. William Baird (Alice Munger)",0.0
"Name_Simonius-Blumer, Col. Oberst Alfons",0.0025956201187412107
"Name_Smith, Mr. James Clinch",0.0
"Name_Soholt, Mr. Peter Andreas Lauritz Andersen",0.0
"Name_Stahelin-Maeglin, Dr. Max",0.000593324885468019
"Name_Stephenson, Mrs. Walter Bertram (Martha Eustis)",0.0
"Name_Strom, Miss. Telma Matilda",0.0003769213025406955
"Name_Strom, Mrs. Wilhelm (Elna Matilda Persson)",0.0033239170779182895
"Name_Sutton, Mr. Frederick",0.00047697837834927647
"Name_Swift, Mrs. Frederick Joel (Margaret Welles Barron)",0.00038422183512856495
"Name_Taussig, Miss. Ruth",0.0
"Name_Taussig, Mr. Emil",0.00048706684915909284
"Name_Taussig, Mrs. Emil (Tillie Mandelbaum)",0.0
"Name_Taylor, Mr. Elmer Zebley",0.001041514426947244
"Name_Thayer, Mr. John Borland",0.0013644204946510923
"Name_Thayer, Mr. John Borland Jr",0.0007028855053610971
"Name_Thayer, Mrs. John Borland (Marian Longstreth Morris)",0.0
"Name_Troutt, Miss. Edwina Celia ""Winnie""",0.0
"Name_Walker, Mr. William Anderson",0.0010863538151559583
"Name_Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0.0
"Name_Webber, Miss. Susan",0.0
"Name_Widener, Mr. Harry Elkins",0.0017450439815472208
"Name_Young, Miss. Marie Grice",0.0
Sex_female,1.215576670248621
Sex_male,1.0261186588422797
Ticket_110152,0.0
Ticket_110413,0.0
Ticket_110465,0.0
Ticket_110564,0.0032029601080658557
Ticket_110813,0.00020776062803881583
Ticket_111320,0.0006364595520676894
Ticket_111361,0.0
Ticket_111369,0.0
Ticket_112050,0.0003128580877722902
Ticket_113043,0.0005550471440547907
Ticket_113050,0.002338950300245724
Ticket_113051,0.00965112548939235
Ticket_113055,0.007279874516477938
Ticket_113501,0.0075978697761140065
Ticket_113503,0.007502543043638901
Ticket_113509,0.0009880636957521156
Ticket_113760,0.006408023807048258
Ticket_113773,0.0006043755865045239
Ticket_113776,0.020360286414965813
Ticket_113781,0.05676146404189724
Ticket_113784,0.0
Ticket_113786,0.005767665020976626
Ticket_113787,0.004486165890355285
Ticket_113803,0.002252503338533295
Ticket_113806,0.012784667621539549
Ticket_11751,0.004579596860582988
Ticket_11752,0.0
Ticket_11753,0.00141674594007116
Ticket_11767,0.0
Ticket_11769,0.0
Ticket_11771,0.0009232440341882778
Ticket_11813,0.0
Ticket_11967,0.0038785687916340307
Ticket_12749,0.0
Ticket_13049,0.005900227816327404
Ticket_13213,0.0023237884232886336
Ticket_13214,0.0005917652086629377
Ticket_13502,0.0015530146307501493
Ticket_13507,0.004706168229779788
Ticket_13509,0.0
Ticket_13568,0.0
Ticket_16966,0.0
Ticket_17421,0.0019474395947735028
Ticket_17453,0.003726020139098774
Ticket_17463,0.0
Ticket_17465,0.0
Ticket_17466,0.0003914233442279481
Ticket_17764,0.0
Ticket_19928,0.0
Ticket_19943,0.005231207909094623
Ticket_19950,0.0007594355140120253
Ticket_19952,0.004409553003550494
Ticket_19996,0.0014434233681832086
Ticket_230080,0.0
Ticket_230136,0.0
Ticket_24160,0.0
Ticket_248698,0.001701665099633095
Ticket_248733,0.0
Ticket_27042,0.002535825735560144
Ticket_27267,0.0
Ticket_28551,0.0
Ticket_33638,0.0
Ticket_34218,0.0
Ticket_347054,0.008191395051104005
Ticket_348123,0.0
Ticket_348124,0.0
Ticket_35273,0.0013377389139470912
Ticket_36947,0.0
Ticket_36963,0.0032412476189079406
Ticket_36967,0.0007565826674835195
Ticket_36973,0.0
Ticket_392096,0.0
Ticket_5727,0.002012488655102908
Ticket_C.A. 34260,0.0
Ticket_F.C. 12750,0.007564915347231708
Ticket_PC 17473,0.0007561458737508689
Ticket_PC 17475,0.0005077125071093532
Ticket_PC 17476,0.0
Ticket_PC 17477,0.0
Ticket_PC 17482,0.0
Ticket_PC 17485,0.002389243299704488
Ticket_PC 17558,0.0006101913408252177
Ticket_PC 17569,0.0002667240185204404
Ticket_PC 17572,0.014185905171986517
Ticket_PC 17582,0.0
Ticket_PC 17590,0.005536540860490944
Ticket_PC 17592,0.0
Ticket_PC 17593,0.014088395622551186
Ticket_PC 17595,0.003895770510906857
Ticket_PC 17596,0.0035213313288236
Ticket_PC 17599,0.00011791190638680787
Ticket_PC 17610,0.0
Ticket_PC 17754,0.0
Ticket_PC 17755,0.0042395566807228195
Ticket_PC 17756,0.0
Ticket_PC 17757,0.0
Ticket_PC 17758,0.004876110337149922
Ticket_PC 17759,0.003988622442105785
Ticket_PC 17760,0.0008518496591400252
Ticket_PP 9549,0.0
Ticket_S.O./P.P. 3,0.0034632691887707063
Ticket_SC/AH Basle 541,0.0
Ticket_SC/Paris 2163,0.0026253554164344124
Ticket_SOTON/O.Q. 392078,0.0026623849729367098
Ticket_W.E.P. 5734,0.0
Ticket_WE/P 5735,0.00046023160537635914
Cabin_A10,0.00697946878619569
Cabin_A20,0.002695584474349561
Cabin_A23,0.0031413132562673543
Cabin_A24,0.0038090940769090463
Cabin_A26,0.004464647969966349
Cabin_A34,0.00033889317370379505
Cabin_A36,0.00040615823867116047
Cabin_A5,0.0009258758575298988
Cabin_A7,0.0
Cabin_B101,0.0
Cabin_B18,0.0005106963979846658
Cabin_B22,0.0002343901610076187
Cabin_B3,0.0
Cabin_B30,0.0
Cabin_B35,0.0
Cabin_B37,0.0016667131793829193
Cabin_B38,0.0007484854006304444
Cabin_B39,0.0
Cabin_B4,0.0009612039223776253
Cabin_B49,0.0009016915884227362
Cabin_B5,0.0008152661495797884
Cabin_B50,0.0017939793450674974
Cabin_B58 B60,0.000534691969511425
