feature,importance
V1,0.30727829187104905
V5,0.6842984057364464
V6,0.6030224986498368
V8,0.007840654278365285
V14,0.1459412207395563
V15,0.0
V17,0.5082773289905229
V18,0.3091673014598634
V19,0.21974985866790264
V20,0.4548603129976537
V21,1.436931792927391
V22,0.03672934777702552
