accuracy,f1,roc_auc,train_time_sec,dataset,classifier,scenario
0.978570954687189,0.9785618735384287,0.998628405137658,1.5582151412963867,diamonds_v2,logreg,clean_embeddings
0.9505738738141047,0.9504094531416684,0.994273929139691,7.525002956390381,diamonds_v2,logreg,perturbed_embeddings
0.9788363298613415,0.9788087454279139,0.9989661628619286,2.9936411380767822,diamonds_v2,rf,clean_embeddings
0.9509055927817953,0.950783701189891,0.9943772749695549,3.1805617809295654,diamonds_v2,rf,perturbed_embeddings
0.9806939560804087,0.980668630829193,0.9992545946506243,11.178623914718628,diamonds_v2,mlp,clean_embeddings
0.9509719365753334,0.9507985377616679,0.9950064333336884,23.11095094680786,diamonds_v2,mlp,perturbed_embeddings
