accuracy,f1,roc_auc,train_time_sec,dataset,classifier,scenario
0.9864960909737029,0.984381252883545,0.9990146483801071,0.11572480201721191,telco,logreg,clean_embeddings
0.9857853589196873,0.9836460161144253,0.9990612769842132,0.09149289131164551,telco,logreg,perturbed_embeddings
0.9509594882729211,0.9429282149093652,0.9911045817008967,0.5446310043334961,telco,rf,clean_embeddings
0.9502487562189055,0.9426068401530076,0.9910171939940855,0.3962669372558594,telco,rf,perturbed_embeddings
0.9957356076759062,0.9947796066982114,0.9999243030897643,2.5171189308166504,telco,mlp,clean_embeddings
0.994314143567875,0.9938136893871722,0.9999266208793407,2.781313896179199,telco,mlp,perturbed_embeddings
