accuracy,f1,roc_auc,train_time_sec,dataset,feature_set,classifier,label
0.9864960909737029,0.984381252883545,0.9990146483801071,2.3763949871063232,telco,embeddings,logreg,Contract
0.9509594882729211,0.9429282149093652,0.9911045817008967,0.5642650127410889,telco,embeddings,rf,Contract
0.9957356076759062,0.9947796066982114,0.9999243030897643,2.8936080932617188,telco,embeddings,mlp,Contract
1.0,1.0,1.0,5.683408975601196,telco,raw,logreg,Contract
1.0,1.0,1.0,3.406747817993164,telco,raw,rf,Contract
1.0,1.0,1.0,16.46765971183777,telco,raw,mlp,Contract
0.8180525941719972,0.7611799719887955,0.9290316410496643,0.014637231826782227,telco,pca10,logreg,Contract
0.84363894811656,0.7981879878976313,0.9529293645183928,0.640143871307373,telco,pca10,rf,Contract
0.8962331201137171,0.8652519608829268,0.9699365489706476,6.4931042194366455,telco,pca10,mlp,Contract
