feature,importance
V1,0.023115089103254136
V5,0.03558769027193565
V6,0.0365857849611163
V8,0.0003229621954879606
V14,0.007382146132247315
V15,0.0
V17,0.03377693354472442
V18,0.010422226737418973
V19,0.01132623012211795
V20,0.045398532926501686
V21,0.11157246255815259
V22,0.0023527733789220494
