iterations,learning_rate,depth,l2_leaf_reg,score,state,trial_number
312,0.1540359659501924,9,0.6251373574521749,6726.148686672691,COMPLETE,0.0
246,0.0022853255256339,4,3.967605077052988,15581.129605793689,COMPLETE,1.0
380,0.0425888821029008,4,8.123245085588687,8423.560590724102,COMPLETE,2.0
450,0.0030803400529839,5,0.035498788321965,10700.330362829205,COMPLETE,3.0
291,0.0161242784585626,7,0.074763120622523,7496.193148704814,COMPLETE,4.0
384,0.0020940138873937,6,0.1256277350380703,13368.49696448977,COMPLETE,5.0
337,0.0640786626185101,5,0.3489018845491387,6131.062137262179,COMPLETE,6.0
378,0.0012790390175145,8,0.0324767357062744,16105.962869485584,COMPLETE,7.0
219,0.1525506574511738,10,2.6619018884890564,7145.260956205989,COMPLETE,8.0
291,0.0016778242384077,8,0.2091498132903561,16069.996533826843,COMPLETE,9.0
484,0.0421536042662673,6,0.8306050731972228,6500.903494519576,COMPLETE,10.0
481,0.0435682034115867,6,0.7451617972708874,6192.169881798885,COMPLETE,11.0
435,0.0500141978025842,6,0.7118089084225317,6219.64930182032,COMPLETE,12.0
336,0.0138505319860963,5,1.808781599352524,8143.481937956302,COMPLETE,13.0
498,0.0177081390481271,5,0.3584903725849027,7419.485670151123,COMPLETE,14.0
426,0.0847548344246866,7,0.3076974779163996,6288.212392308834,COMPLETE,15.0
411,0.0089127679588659,5,1.367519118406818,8322.528422244332,COMPLETE,16.0
342,0.0802505500235678,6,0.0161801531843981,5715.236123514431,COMPLETE,17.0
347,0.0890703140281346,4,0.0126894461282846,6333.221377686144,COMPLETE,18.0
255,0.0049915915450406,8,0.0102189862194216,10924.09692028443,COMPLETE,19.0
318,0.0246889675665659,7,0.0600436981112989,6978.979824857551,COMPLETE,20.0
371,0.0837482163730121,6,0.1656283054417477,5764.369061661006,COMPLETE,21.0
371,0.0866893662361309,6,0.1577672090781373,5976.547253803268,COMPLETE,22.0
367,0.1773043746348914,7,0.0225975822355765,6600.352842266513,COMPLETE,23.0
416,0.102856073429179,6,0.1302948730341314,6141.560289646533,COMPLETE,24.0
395,0.0260121464433426,7,0.0738488598424302,6795.165710368964,COMPLETE,25.0
302,0.1133282368343146,6,0.1332789965314193,6296.492199778097,COMPLETE,26.0
353,0.0659172034723381,6,0.0202623674180607,6045.3946515828975,COMPLETE,27.0
274,0.0323508921430732,5,0.0492113198428409,7317.544528022235,COMPLETE,28.0
319,0.138742228207143,9,0.1768689596539498,7127.124185371644,COMPLETE,29.0
